field_1,clust,lden,den,ID,Lat,Lon,depth,HDI,Voice,Population,Country_number,Code,Grav_tot,2010_regpop_mean,2020_regpop_mean,reg_pop_growth,SCORE,RATING,Productivity_mean,Landings,Tourism
0,1,-0.130682382,0.6,1,-0.0111,27.18179,1,0.703666667,0.158765733,264621182.3,0,IDN,221,151.5912907,228.9624241,77.3711334,0,none,65535,845.6260518,7003000
1,2,0.048790164,0.75,2,-0.0358333,119.795,0,0.652,-0.03082672,235523409.4,0,IDN,39,1643.231184,2047.344148,404.1129642,0,none,63818.44405,845.6260518,7003000
2,3,0.182321557,1,3,-0.0366667,119.743,0,0.652,-0.03082672,235523409.4,0,IDN,39,1655.907771,2063.515161,407.6073895,0,none,54807.59618,845.6260518,7003000
3,4,0.667457247,1.75,4,-0.04,-91.52,0,0.708,-0.22374596,14535444.2,1,ECU,0,4.123431565,5.74521725,1.621785685,3,Not Effective,1125.662119,584.0653199,1047000
4,5,0.674036574,2.8,6,-0.05,-91.54,0,0.708,-0.22374596,14535444.2,1,ECU,0,4.010920562,5.588454564,1.577534001,3,Not Effective,1125.041674,584.0653199,1047000
5,6,0.599228812,1.625,9,-0.103611,119.773,0,0.652,-0.03082672,235523409.4,0,IDN,46,1629.007639,2036.172458,407.1648185,0,none,64405.84148,845.6260518,7003000
6,7,1.398716881,3.75,10,-0.132306,100.357,0,0.6222,-0.237165575,220333965,0,IDN,385,2950.93617,3562.101874,611.165704,0,none,65535,845.6260518,7003000
7,8,0.048790164,0.75,11,-0.146556,119.806,0,0.6222,-0.237165575,220333965,0,IDN,46,1605.291221,2009.137596,403.8463752,0,none,65535,845.6260518,7003000
8,9,0.09531018,0.8,12,-0.1787,127.14337,1,0.703666667,0.158765733,264621182.3,0,IDN,9,569.6892167,848.8068044,279.1175878,0,none,432.4819574,845.6260518,7003000
9,10,0.539204791,1.625,13,-0.202111,99.7426,0,0.6222,-0.237165575,220333965,0,IDN,535,2947.202412,3378.211756,431.009344,0,none,33198.5,845.6260518,7003000
10,11,0.368582033,1.2,14,-0.23,-90.59,0,0.708,-0.22374596,14535444.2,1,ECU,0,38.79137755,54.04841136,15.25703381,3,Not Effective,1633.715176,584.0653199,1047000
11,12,1.360976553,3.6,20,-0.27,-91.37,1,0.708,-0.22374596,14535444.2,1,ECU,0,9.395562093,13.09092934,3.695367246,0,none,4086.881829,584.0653199,1047000
12,13,0.024395082,0.8,19,-0.26,-91.44,0.5,0.708,-0.22374596,14535444.2,1,ECU,0,8.945861758,12.46435743,3.518495668,3,Not Effective,1387.517591,584.0653199,1047000
13,14,0.238117089,1.2,23,-0.28,-90.54,0.5,0.708,-0.22374596,14535444.2,1,ECU,0,39.58319936,55.15166455,15.56846519,3,Not Effective,8323.028848,584.0653199,1047000
14,15,0.09531018,0.8,25,-0.31,-91.35,0,0.708,-0.22374596,14535444.2,1,ECU,0,9.627171542,13.41363299,3.786461451,0,none,9765.230243,584.0653199,1047000
15,16,0.787423234,2.6,33,-0.3,-91.65,1,0.708,-0.22374596,14535444.2,1,ECU,0,8.550268317,11.91317337,3.362905058,3,Not Effective,1173.46824,584.0653199,1047000
16,17,0.502150805,2,30,-0.37,-91.38,0.5,0.708,-0.22374596,14535444.2,1,ECU,0,9.532026537,13.28106654,3.749040005,3,Not Effective,2399.70819,584.0653199,1047000
17,18,-0.130682382,0.6,34,-0.41478,127.10951,1,0.703666667,0.158765733,264621182.3,0,IDN,11,423.6215098,670.4172991,246.7957893,0,none,21186.39501,845.6260518,7003000
18,19,-0.356674944,0.4,35,-0.42,130.57,0,0.6862,0.08679316,251777456.2,0,IDN,5,281.2798135,475.9558757,194.6760622,3,Not Effective,65535,845.6260518,7003000
19,20,-0.356674944,0.4,37,-0.45,130.7,1,0.6862,0.08679316,251777456.2,0,IDN,5,369.2078404,639.5202128,270.3123723,3,Not Effective,58935.87781,845.6260518,7003000
20,21,-0.356674944,0.4,39,-0.49,130.66,0,0.6862,0.08679316,251777456.2,0,IDN,5,358.5117826,621.9485637,263.4367811,0,none,56286.38705,845.6260518,7003000
21,22,-0.130682382,0.6,40,-0.51,130.45,0.5,0.703666667,0.158765733,264621182.3,0,IDN,6,195.7688504,327.7802366,132.0113862,3,Not Effective,65535,845.6260518,7003000
22,23,0.024395082,0.8,43,-0.51,130.74,1,0.703666667,0.158765733,264621182.3,0,IDN,5,366.4760074,646.5874513,280.1114439,3,Not Effective,36825.49801,845.6260518,7003000
23,24,-0.105360516,0.6,47,-0.54,130.25,1,0.703666667,0.158765733,264621182.3,0,IDN,3,64.23251842,99.45188544,35.21936701,0,none,27958.17645,845.6260518,7003000
24,25,-0.356674944,0.4,48,-0.54,130.63,1,0.6862,0.08679316,251777456.2,0,IDN,5,354.8835443,616.9398101,262.0562658,3,Not Effective,55845.20904,845.6260518,7003000
25,26,-0.356674944,0.4,49,-0.54,130.69,1,0.6862,0.08679316,251777456.2,0,IDN,5,365.8169419,642.7580094,276.9410674,3,Not Effective,39755.42898,845.6260518,7003000
26,27,-0.356674944,0.4,51,-0.563583,130.519,1,0.703666667,0.158765733,264621182.3,0,IDN,4,286.9762431,492.4990085,205.5227655,3,Not Effective,65535,845.6260518,7003000
27,28,-0.180850056,0.55,60,-0.58,130.64,1,0.6862,0.08679316,251777456.2,0,IDN,5,359.7550917,629.4264202,269.6713285,3,Not Effective,49576.70298,845.6260518,7003000
28,29,-0.166139931,0.6,59,-0.58,130.55,1,0.703666667,0.158765733,264621182.3,0,IDN,5,317.886944,548.8686775,230.9817335,3,Not Effective,65535,845.6260518,7003000
29,30,-0.243678663,0.5,61,-0.59,130.3,1,0.694933333,0.122779447,258199319.3,0,IDN,3,70.59163754,112.8043051,42.21266752,0,none,32036.1162,845.6260518,7003000
30,31,0.185734211,1.3,63,-0.59,130.58,1,0.6862,0.08679316,251777456.2,0,IDN,5,340.6422658,591.6354733,250.9932075,3,Not Effective,65523.15861,845.6260518,7003000
31,32,0.46417848,1.3125,67,-0.642139,119.736,0.5,0.6222,-0.237165575,220333965,0,IDN,348,1406.846769,1858.220104,451.3733348,0,none,53936.24916,845.6260518,7003000
32,33,0.142589471,1,77,-0.7,-91.33,0,0.708,-0.22374596,14535444.2,1,ECU,0,10.35816059,14.43212711,4.073966524,3,Not Effective,24607.05221,584.0653199,1047000
33,34,0.383314979,1.25,70,-0.721417,119.857,0,0.652,-0.03082672,235523409.4,0,IDN,1317,1346.571443,1795.325414,448.7539707,0,none,65535,845.6260518,7003000
34,35,0.846626667,2.3,72,-0.72,-91.34,0,0.708,-0.22374596,14535444.2,1,ECU,0,10.25408245,14.28711403,4.033031578,0,none,20070.13329,584.0653199,1047000
35,36,0.438254931,1.25,73,-0.735556,119.779,1,0.6222,-0.237165575,220333965,0,IDN,595,1355.152735,1814.553473,459.4007376,0,none,65298.42712,845.6260518,7003000
36,37,0.262364264,1,76,-0.76,-90.31,0,0.7482,-0.25128412,15717863.4,1,ECU,0,65.74618971,91.60481434,25.85862463,0,none,58217.38829,584.0653199,1047000
37,38,-0.23101773,0.5,78,-0.7,130.71,1,0.6862,0.08679316,251777456.2,0,IDN,5,348.3938486,625.5051526,277.111304,0,Unrated,9684.366935,845.6260518,7003000
38,39,0.138105136,0.875,80,-0.811028,121.621,0,0.6222,-0.237165575,220333965,0,IDN,28,501.3747997,656.3095829,154.9347832,3,Not Effective,324.6097799,845.6260518,7003000
39,40,0.767357183,3,83,-0.853333,121.668,0,0.6222,-0.237165575,220333965,0,IDN,28,500.2062118,650.7842201,150.5780082,0,none,327.008363,845.6260518,7003000
40,41,-0.223143551,0.5,85,-0.894694,121.493,0,0.652,-0.03082672,235523409.4,0,IDN,58,485.7292481,643.946178,158.2169299,0,none,312.7036769,845.6260518,7003000
41,42,-0.393042588,0.375,86,-0.914722,121.663,0,0.652,-0.03082672,235523409.4,0,IDN,37,494.3859474,644.2596946,149.8737473,0,none,330.3535652,845.6260518,7003000
42,43,-0.356674944,0.4,87,-0.96,131.15,0,0.703666667,0.158765733,264621182.3,0,IDN,2750,333.3199945,643.9690927,310.6490982,0,Unrated,2139.77376,845.6260518,7003000
43,44,-0.223143551,0.5,88,-0.992389,100.342,0,0.6222,-0.237165575,220333965,0,IDN,964,3614.006378,4105.602631,491.5962528,0,none,45693.63339,845.6260518,7003000
44,45,-0.067853775,0.65,92,-1.24,-90.4,1,0.7482,-0.25128412,15717863.4,1,ECU,0,80.74389356,112.5012637,31.75737017,3,Not Effective,21650.20383,584.0653199,1047000
45,46,0.250387644,1,91,-1.23,-90.47,0.5,0.708,-0.22374596,14535444.2,1,ECU,0,75.23225396,104.8218418,29.58958781,3,Not Effective,22005.39256,584.0653199,1047000
46,47,0.543616898,1.45,94,-1.25,-90.37,0,0.708,-0.22374596,14535444.2,1,ECU,0,83.53388005,116.3885794,32.8546994,3,Not Effective,18939.99363,584.0653199,1047000
47,48,0.09531018,0.8,101,-1.28,-81.08,1,0.708,-0.22374596,14535444.2,1,ECU,36,2199.281737,2639.323271,440.0415339,0,none,959.065506,584.0653199,1047000
48,49,0.967929907,2.4,102,-1.29,-90.5,0.5,0.708,-0.22374596,14535444.2,1,ECU,0,78.31291139,109.1141524,30.80124099,3,Not Effective,36046.06588,584.0653199,1047000
49,50,0.405465108,1.2,103,-1.31,-90.34,1,0.7482,-0.25128412,15717863.4,1,ECU,0,93.64310857,130.4738674,36.83075886,0,none,22774.0023,584.0653199,1047000
50,51,0.916290732,3.3,108,-1.35,-89.66,0,0.708,-0.22374596,14535444.2,1,ECU,0,190.8288396,265.8837041,75.05486447,3,Not Effective,706.4685047,584.0653199,1047000
51,52,0.238117089,1.2,106,-1.34,-90.3,1,0.7482,-0.25128412,15717863.4,1,ECU,0,103.6438314,144.4079733,40.7641419,3,Not Effective,11162.91743,584.0653199,1047000
52,53,0.617289573,1.7,114,-1.38,-89.62,1,0.708,-0.22374596,14535444.2,1,ECU,0,200.0067491,278.6713762,78.66462708,3,Not Effective,689.9500617,584.0653199,1047000
53,54,-0.248833485,0.5,111,-1.38583,124.534,0.5,0.6222,-0.237165575,220333965,0,IDN,10,402.1170122,667.1017678,264.9847556,0,none,323.9955115,845.6260518,7003000
54,55,0.333914686,1.1,116,-1.47,-80.78,0,0.708,-0.22374596,14535444.2,1,ECU,36,2488.133715,3011.111485,522.9777699,0,none,59943.82087,584.0653199,1047000
55,56,0.09531018,0.8,122,-1.5,-80.8,0,0.708,-0.22374596,14535444.2,1,ECU,36,2528.5271,3060.739027,532.2119272,0,none,53440.15948,584.0653199,1047000
56,57,0.262364264,1,119,-1.4,-80.77,0,0.708,-0.22374596,14535444.2,1,ECU,36,2178.265131,2634.161988,455.8968567,0,none,62598.82479,584.0653199,1047000
57,58,0.53011288,1.6,121,-1.59,-80.87,1,0.708,-0.22374596,14535444.2,1,ECU,36,2507.354917,3038.949119,531.5942018,0,none,25488.23043,584.0653199,1047000
58,59,-0.274523418,0.5,123,-1.60111,124.768,1,0.6222,-0.237165575,220333965,0,IDN,9,396.3917829,679.5911407,283.1993577,0,none,3750.243881,845.6260518,7003000
59,60,0.723459491,1.8,125,-1.67,-80.83,1,0.708,-0.22374596,14535444.2,1,ECU,36,3069.656693,3720.628385,650.9716913,0,none,41921.90003,584.0653199,1047000
60,61,-0.597837001,0.25,127,-1.90007,99.3128,0,0.6222,-0.237165575,220333965,0,IDN,30,205.2564172,221.5895672,16.33315002,0,Unrated,55092.10719,845.6260518,7003000
61,62,-0.243678663,0.5,128,-1.97,130.46,0,0.703666667,0.158765733,264621182.3,0,IDN,4,74.05528687,146.7965756,72.74128877,0,Unrated,15682.18441,845.6260518,7003000
62,63,-0.356674944,0.4,131,-10.04,144.69,0,0.9296,1.4213264,23098659.8,2,AUS,1,90.49815075,90.5167125,0.01856175,0,none,334.7490372,126.2520912,5790000
63,64,0.279807894,1.3,132,-10.06,143.84,0,0.9296,1.4213264,23098659.8,2,AUS,1,27.25525346,27.26084546,0.005592002,0,none,755.3378519,126.2520912,5790000
64,65,0.09531018,0.8,133,-10.06,143.88,0,0.933133333,1.404527033,23845239.07,2,AUS,1,29.29939747,29.30540887,0.006011402,0,none,690.007864,126.2520912,5790000
65,66,-0.356674944,0.4,136,-10.07,144.52,0,0.9296,1.4213264,23098659.8,2,AUS,1,104.9978451,105.0193841,0.021539,0,none,378.5822918,126.2520912,5790000
66,67,0.641853886,1.6,137,-10.08,144.47,1,0.9296,1.4213264,23098659.8,2,AUS,1,91.8731145,91.89196113,0.018846625,0,none,420.5,126.2520912,5790000
67,68,-0.243678663,0.5,139,-10.11,144.69,1,0.933133333,1.404527033,23845239.07,2,AUS,1,90.49815075,90.5167125,0.01856175,0,none,325.259719,126.2520912,5790000
68,69,0.403237933,1.5,140,-10.1225,51.145,0,0.7152,0.171691325,82607.8,3,SYC,1,3.898702486,3.67685455,-0.221847936,0,none,265.3910092,63.64694897,175000
69,70,-0.201915142,0.55,142,-10.14,144.44,0,0.9296,1.4213264,23098659.8,2,AUS,1,81.66499067,81.68174322,0.016752556,0,none,441.7123709,126.2520912,5790000
70,71,0.078501874,0.8,143,-10.14,144.57,0,0.9296,1.4213264,23098659.8,2,AUS,1,104.9978451,105.0193841,0.021539,0,none,369.1142342,126.2520912,5790000
71,72,0.215891208,1.375,147,-10.1842,166.23,0,0.5468,0.09595982,571823.4,4,SLB,11,228.7154155,258.3449123,29.6294968,0,none,391.0464169,137.7223635,20500
72,73,-0.167736368,0.625,158,-10.2083,166.287,1,0.5468,0.09595982,571823.4,4,SLB,8,222.3128848,251.1129489,28.80006418,0,none,333.88718,137.7223635,20500
73,74,-0.356674944,0.4,153,-10.19,144.41,0,0.9296,1.4213264,23098659.8,2,AUS,1,81.66499067,81.68174322,0.016752556,0,none,442.1889917,126.2520912,5790000
74,75,0.209149491,1,193,-10.2,40.14,1,0.5048,-0.18706482,48530108,5,TZA,203,1015.050705,1139.867994,124.8172894,0,none,9184.364618,200.6137244,754000
75,76,0.182321557,1,160,-10.2294,166.255,0,0.5468,0.09595982,571823.4,4,SLB,8,229.461427,259.1875667,29.7261397,0,none,366.7718056,137.7223635,20500
76,77,-0.005025168,0.7,161,-10.22,144.59,1,0.9296,1.4213264,23098659.8,2,AUS,1,90.49815075,90.5167125,0.01856175,0,none,427.2787236,126.2520912,5790000
77,78,0.111667757,1.05,163,-10.23,144.41,1,0.9296,1.4213264,23098659.8,2,AUS,1,91.8731145,91.89196113,0.018846625,0,none,428.9422961,126.2520912,5790000
78,79,-0.356674944,0.4,165,-10.23,40.17,1,0.5048,-0.18706482,48530108,5,TZA,203,1021.605974,1148.429324,126.82335,0,none,1974.538815,200.6137244,754000
79,80,-0.305663507,0.46875,172,-10.2513,166.294,1,0.5468,0.09595982,571823.4,4,SLB,8,222.2805683,251.076446,28.79587767,0,none,326.7634244,137.7223635,20500
80,81,-0.19543996,0.5625,173,-10.2517,166.256,1,0.5468,0.09595982,571823.4,4,SLB,8,228.7167846,258.3464587,29.62967415,0,none,365.7632207,137.7223635,20500
81,82,0.627808019,1.7,179,-10.25,142.48,0,0.9296,1.4213264,23098659.8,2,AUS,1,25.50898952,25.64328383,0.134294313,0,none,826.7730317,126.2520912,5790000
82,83,-0.356674944,0.4,191,-10.29,143.71,1,0.936666667,1.387727667,24591818.33,2,AUS,1,28.99940377,29.0053544,0.005950635,0,none,772.4349805,126.2520912,5790000
83,84,0.09531018,0.8,194,-10.31,40.39,1,0.5048,-0.18706482,48530108,5,TZA,39,1005.156484,1137.086781,131.9302974,3,Not Effective,4685.728356,200.6137244,754000
84,85,-0.118021449,0.6,195,-10.32,132.71,1,0.936666667,1.387727667,24591818.33,2,AUS,0,4.31282992,4.314717606,0.001887686,0,none,421.5641094,126.2520912,5790000
85,86,-0.356674944,0.4,197,-10.37,144.53,1,0.936666667,1.387727667,24591818.33,2,AUS,1,90.49815075,90.5167125,0.01856175,0,none,422.9449068,126.2520912,5790000
86,87,-0.356674944,0.4,198,-10.38,143.93,1,0.9296,1.4213264,23098659.8,2,AUS,1,34.46988979,34.47696203,0.00707224,0,none,560.4822245,126.2520912,5790000
87,88,-0.356674944,0.4,200,-10.3,144.52,1,0.9296,1.4213264,23098659.8,2,AUS,1,73.3990632,73.4141178,0.0150546,0,none,467.2843393,126.2520912,5790000
88,89,0.336678771,1.15,204,-10.43,105.67,0.5,0.926733333,1.386226733,22945724.17,2,AUS,17,114.7562227,114.9718464,0.215623696,0,none,306.4302937,126.2520912,5790000
89,90,-0.356674944,0.4,205,-10.43,144.45,0,0.9296,1.4213264,23098659.8,2,AUS,1,90.49815075,90.5167125,0.01856175,0,none,390.2523463,126.2520912,5790000
90,91,-0.356674944,0.4,214,-10.47,105.56,1,0.9168,1.3847258,21299630,2,AUS,9,114.7562227,114.9718464,0.215623696,0,none,309.8499484,126.2520912,5790000
91,92,-0.076257928,0.65,211,-10.46,105.63,1,0.9168,1.3847258,21299630,2,AUS,10,114.7562227,114.9718464,0.215623696,0,none,308.2990105,126.2520912,5790000
92,93,-0.356674944,0.4,213,-10.46,105.71,1,0.9168,1.3847258,21299630,2,AUS,10,114.7562227,114.9718464,0.215623696,0,none,305.529936,126.2520912,5790000
93,94,-0.356674944,0.4,215,-10.52,143.09,0,0.9296,1.4213264,23098659.8,2,AUS,1,22.42075473,22.42755267,0.006797939,0,none,678.6541123,126.2520912,5790000
94,95,-0.356674944,0.4,216,-10.53,141.47,0,0.9296,1.4213264,23098659.8,2,AUS,1,43.24110098,43.25071626,0.009615284,0,none,816.7890672,126.2520912,5790000
95,96,-0.130682382,0.6,217,-10.5,141.23,1,0.9296,1.4213264,23098659.8,2,AUS,1,16.44637336,16.44904029,0.002666929,0,none,732.4577359,126.2520912,5790000
96,97,-0.356674944,0.4,218,-10.61,141.91,0,0.9296,1.4213264,23098659.8,2,AUS,1,20.64161616,20.64784192,0.006225764,0,none,997.8991185,126.2520912,5790000
97,98,0.855093908,4,221,-10.74,141.06,1,0.9296,1.4213264,23098659.8,2,AUS,1,0.041064133,0.041064417,2.83E-07,0,none,708.9616538,126.2520912,5790000
98,99,-0.223143551,0.5,222,-10.7593,40.6252,1,0.333,-0.068941075,19344324,6,MOZ,27,845.2861475,978.9292063,133.6430588,0,none,24354.69067,530.3148765,1718000
99,100,0.086976654,0.9,223,-10.79,142.97,0,0.936666667,1.387727667,24591818.33,2,AUS,1,14.65721847,14.66172388,0.00450541,2,Partially Effective,728.7779574,126.2520912,5790000
100,101,-0.223143551,0.5,224,-10.8977,40.661,0.5,0.333,-0.068941075,19344324,6,MOZ,20,772.2001131,897.8615547,125.6614416,0,none,40089.22873,530.3148765,1718000
101,102,-0.130682382,0.6,225,-10.89,130.1,1,0.9296,1.4213264,23098659.8,2,AUS,1,5.432401062,5.436042863,0.003641801,0,none,699.8529341,126.2520912,5790000
102,103,-0.356674944,0.4,226,-10.89,132.78,1,0.9296,1.4213264,23098659.8,2,AUS,0,1.793772627,1.794557572,0.000784945,0,none,961.143306,126.2520912,5790000
103,104,-0.356674944,0.4,231,-10.9,133.03,1,0.9296,1.4213264,23098659.8,2,AUS,0,2.131735453,2.132668288,0.000932834,0,none,814.744768,126.2520912,5790000
104,105,1.303285516,5.5625,232,-11.0382,40.6955,0.5,0.333,-0.068941075,19344324,6,MOZ,17,705.4307831,823.3791389,117.9483558,0,none,64366.79145,530.3148765,1718000
105,106,-0.130682382,0.6,233,-11.11,143.02,0,0.936666667,1.387727667,24591818.33,2,AUS,1,9.943016911,9.946293478,0.003276567,0,none,708.6606957,126.2520912,5790000
106,107,0.261557671,2.3,235,-11.13,129.91,1,0.9296,1.4213264,23098659.8,2,AUS,1,11.67196118,11.67978509,0.007823907,0,none,846.6287411,126.2520912,5790000
107,108,-0.180850056,0.55,237,-11.22,136.69,0,0.9296,1.4213264,23098659.8,2,AUS,0,22.20844703,22.21565648,0.007209444,0,none,50577.14041,126.2520912,5790000
108,109,-0.118021449,0.6,239,-11.23,143.35,0,0.936666667,1.387727667,24591818.33,2,AUS,1,0.138162691,0.138185863,2.32E-05,2,Partially Effective,684.5,126.2520912,5790000
109,110,-0.23101773,0.5,241,-11.29,133.8,1,0.9296,1.4213264,23098659.8,2,AUS,0,6.547924225,6.550789281,0.002865055,0,none,805.4558263,126.2520912,5790000
110,111,0.09531018,0.8,242,-11.37,143.99,1,0.936666667,1.387727667,24591818.33,2,AUS,0,0.001913336,0.001913677,3.41E-07,2,Partially Effective,465.1032274,126.2520912,5790000
111,112,0.318414359,1.15,245,-11.44,134.14,1,0.933133333,1.404527033,23845239.07,2,AUS,0,6.530601148,6.533457827,0.002856679,0,none,905.584762,126.2520912,5790000
112,113,-0.130682382,0.6,246,-11.45,133.71,1,0.9296,1.4213264,23098659.8,2,AUS,0,4.603686639,4.605700989,0.00201435,0,none,1075.435133,126.2520912,5790000
113,114,-0.356674944,0.4,247,-11.49,143.85,0,0.936666667,1.387727667,24591818.33,2,AUS,0,0.013715433,0.013717875,2.44E-06,2,Partially Effective,641.9754462,126.2520912,5790000
114,115,-0.356674944,0.4,248,-11.55,136.42,0,0.9296,1.4213264,23098659.8,2,AUS,0,17.52988029,17.53542906,0.005548764,0,none,15360.94935,126.2520912,5790000
115,116,-0.168189123,0.55,249,-11.61,136.89,1,0.9296,1.4213264,23098659.8,2,AUS,0,16.14970378,16.15488434,0.00518056,0,none,656.3794023,126.2520912,5790000
116,117,-0.356674944,0.4,251,-11.63,136.93,1,0.9296,1.4213264,23098659.8,2,AUS,0,16.54927607,16.55458491,0.005308834,0,none,661.8734794,126.2520912,5790000
117,118,1.003435424,4.75,253,-11.6619,169.291,0.5,0.5158,0.06654758,503922.4,4,SLB,0,216.7915283,244.8763,28.08477167,0,none,168.9258063,137.7223635,20500
118,119,0.09531018,0.8,254,-11.66,136.83,0,0.9296,1.4213264,23098659.8,2,AUS,0,14.41896513,14.42359,0.004624871,0,none,10560.94626,126.2520912,5790000
119,120,0.768030221,2.4375,259,-11.6943,40.5957,0.5,0.333,-0.068941075,19344324,6,MOZ,21,437.4701833,510.7802098,73.31002655,0,none,30928.8854,530.3148765,1718000
120,121,-0.243678663,0.5,261,-11.77,143.65,0,0.933133333,1.404527033,23845239.07,2,AUS,0,0.054209156,0.054218808,9.65E-06,2,Partially Effective,749.6617802,126.2520912,5790000
121,122,-0.410490276,0.375,262,-11.8172,96.8167,1,0.9168,1.3847258,21299630,2,AUS,0,42.62005769,42.57333231,-0.046725385,3,Not Effective,258.1146262,126.2520912,5790000
122,123,0.774094831,2.6875,265,-11.832,40.5637,0.5,0.333,-0.068941075,19344324,6,MOZ,29,427.1807585,495.4550677,68.2743092,0,none,51093.8006,530.3148765,1718000
123,124,1.236796445,5.875,267,-11.9233,40.4917,1,0.3798,-0.09516462,22291261.2,6,MOZ,74,423.6497658,492.8390647,69.18929893,0,none,35189.926,530.3148765,1718000
124,125,-0.356674944,0.4,268,-11.94,135.6,0,0.9296,1.4213264,23098659.8,2,AUS,0,6.557757336,6.559768896,0.00201156,0,none,1246.845496,126.2520912,5790000
125,126,-0.356674944,0.4,269,-11.97,123.32,1,0.9296,1.4213264,23098659.8,2,AUS,3,0.007691438,0.007693029,1.59E-06,0,none,286.5733272,126.2520912,5790000
126,127,-0.356674944,0.4,271,-11.97,123.36,0.5,0.933133333,1.404527033,23845239.07,2,AUS,3,0.007691438,0.007693029,1.59E-06,0,none,295.2006806,126.2520912,5790000
127,128,-0.356674944,0.4,278,-11.98,143.65,1,0.936666667,1.387727667,24591818.33,2,AUS,0,1.364119544,1.364362374,0.00024283,2,Partially Effective,684.2674208,126.2520912,5790000
128,129,-0.356674944,0.4,279,-12.06,136.61,0,0.9296,1.4213264,23098659.8,2,AUS,0,9.416021053,9.419017152,0.002996099,0,none,22901.91539,126.2520912,5790000
129,130,0.048790164,0.75,280,-12.0702,96.8421,1,0.91,1.424607775,20598015,2,AUS,1,42.62005769,42.57333231,-0.046725385,0,none,265.326964,126.2520912,5790000
130,131,-0.105360516,0.6,281,-12.07,136.87,0,0.9296,1.4213264,23098659.8,2,AUS,10,10.34091141,10.34422492,0.003313511,0,none,848.871027,126.2520912,5790000
131,132,-0.223143551,0.5,282,-12.0838,96.7533,1,0.9032,1.46448975,19896400,2,AUS,1,42.62005769,42.57333231,-0.046725385,0,none,265.6860654,126.2520912,5790000
132,133,-0.356674944,0.4,292,-12.09,143.26,0,0.9296,1.4213264,23098659.8,2,AUS,0,0.689164243,0.689286928,0.000122685,2,Partially Effective,43471.41725,126.2520912,5790000
133,134,0.024395082,0.8,288,-12.09,136.83,0.5,0.9296,1.4213264,23098659.8,2,AUS,10,9.85866012,9.86181848,0.00315836,0,none,876.7468617,126.2520912,5790000
134,135,1.350135007,3.5625,293,-12.1027,96.8912,1,0.91,1.424607775,20598015,2,AUS,3,42.62005769,42.57333231,-0.046725385,0,none,267.4759683,126.2520912,5790000
135,136,0.238117089,1.2,296,-12.11,136.79,0,0.9296,1.4213264,23098659.8,2,AUS,10,9.235659842,9.238617758,0.002957916,0,none,901.0986789,126.2520912,5790000
136,137,-0.410490276,0.375,297,-12.1329,96.8317,1,0.9168,1.3847258,21299630,2,AUS,1,42.62005769,42.57333231,-0.046725385,0,none,272.7169228,126.2520912,5790000
137,138,0.350309598,1.125,298,-12.135,96.905,1,0.9032,1.46448975,19896400,2,AUS,3,42.62005769,42.57333231,-0.046725385,0,none,269.674506,126.2520912,5790000
138,139,-0.356674944,0.4,303,-12.16,143.65,0,0.933133333,1.404527033,23845239.07,2,AUS,0,1.187256893,1.187468241,0.000211348,2,Partially Effective,871.3496983,126.2520912,5790000
139,140,-0.356674944,0.4,308,-12.19,123.08,0,0.936666667,1.387727667,24591818.33,2,AUS,3,0.007691438,0.007693029,1.59E-06,2,Partially Effective,306.9511804,126.2520912,5790000
140,141,-0.356674944,0.4,306,-12.18,123.11,0,0.936666667,1.387727667,24591818.33,2,AUS,3,0.007691438,0.007693029,1.59E-06,2,Partially Effective,308.2836582,126.2520912,5790000
141,142,0.298042734,1.625,307,-12.1987,96.8313,1,0.91,1.424607775,20598015,2,AUS,0,42.62005769,42.57333231,-0.046725385,0,none,273.9268977,126.2520912,5790000
142,143,-0.23101773,0.5,310,-12.21,123.04,0,0.936666667,1.387727667,24591818.33,2,AUS,3,0.007691438,0.007693029,1.59E-06,2,Partially Effective,305.7902539,126.2520912,5790000
143,144,-0.356674944,0.4,316,-12.24,122.99,0,0.936666667,1.387727667,24591818.33,2,AUS,3,0.007691438,0.007693029,1.59E-06,2,Partially Effective,305.6902611,126.2520912,5790000
144,145,1.840549633,11.625,318,-12.276,40.6183,0,0.333,-0.068941075,19344324,6,MOZ,34,616.6242134,838.7724037,222.1481903,3,Not Effective,50700.22685,530.3148765,1718000
145,146,-0.356674944,0.4,319,-12.28,143.4,0,0.9296,1.4213264,23098659.8,2,AUS,0,0.760967918,0.761103385,0.000135467,2,Partially Effective,4325.982586,126.2520912,5790000
146,147,-0.166139931,0.6,324,-12.34,130.85,1,0.9168,1.3847258,21299630,2,AUS,849,111.8093681,111.9185292,0.109161106,0,none,1637.19479,126.2520912,5790000
147,148,-0.356674944,0.4,326,-12.38,143.77,0,0.936666667,1.387727667,24591818.33,2,AUS,0,1.293726429,1.293956731,0.000230303,2,Partially Effective,718.5709629,126.2520912,5790000
148,149,-0.130682382,0.6,328,-12.41,130.79,1,0.9168,1.3847258,21299630,2,AUS,23,112.8846645,112.9949071,0.110242624,0,none,22902.18932,126.2520912,5790000
149,150,-0.356674944,0.4,330,-12.47,130.84,0,0.9168,1.3847258,21299630,2,AUS,2270,109.9063737,110.0137534,0.107379702,0,none,47204.19347,126.2520912,5790000
