field_1,clust,lden,den,ID,Lat,Lon,depth,HDI,Voice,Population,Country_number,Code,Grav_tot,2010_regpop_mean,2020_regpop_mean,reg_pop_growth,SCORE,RATING,Productivity_mean,Landings,Tourism
1222,1223,-0.597837001,0.25,3456,11.8084,123.942,0,0.665,-0.08146726,90915412,31,PHL,320,3488.900503,4304.850053,815.9495501,0,none,39944.10923,3106.633996,3520000
1223,1224,2.746046949,53.625,3460,11.8231,102.447,0,0.7114,-0.55661378,66517490.8,34,THA,202,832.935792,982.9037843,149.9679923,0,none,22058.24477,1157.626282,15936000
1224,1225,0.860489644,2.5,3461,11.82,97.6517,0,0.4508,-2.0959095,48118120.2,35,MMR,30,227.2480478,221.1666303,-6.08141747,0,none,832.528937,1970.947393,792000
1225,1226,-0.223143551,0.5,3462,11.8341,124.067,0,0.665,-0.08146726,90915412,31,PHL,415,3499.121949,4303.046925,803.924976,0,none,48864.83256,3106.633996,3520000
1226,1227,1.296319675,4.3125,3470,11.8918,102.455,0,0.7114,-0.55661378,66517490.8,34,THA,220,856.8811395,1068.114029,211.23289,2,Partially Effective,5727.02183,1157.626282,15936000
1227,1228,-0.597837001,0.25,3472,11.9049,102.317,1,0.7114,-0.55661378,66517490.8,34,THA,186,1005.605748,1206.247496,200.6417487,0,none,47873.96843,1157.626282,15936000
1228,1229,0.352661363,1.78125,3473,11.9099,120.052,0,0.6904,0.05261862,98856117.4,31,PHL,144,493.6156523,758.982658,265.3670057,0,none,31849.75026,3106.633996,3520000
1229,1230,0.299330733,2.84375,3475,11.9242,102.362,0,0.7114,-0.55661378,66517490.8,34,THA,205,958.0288375,1189.003609,230.9747716,2,Partially Effective,35341.64777,1157.626282,15936000
1230,1231,1.928545761,43,3477,11.9453,102.283,1,0.7114,-0.55661378,66517490.8,34,THA,186,1098.080944,1369.28564,271.2046969,0,none,60241.49097,1157.626282,15936000
1231,1232,0.901385331,7.625,3479,11.9635,120.178,1,0.6904,0.05261862,98856117.4,31,PHL,236,843.6719187,1203.005893,359.333974,0,none,39215.13001,3106.633996,3520000
1232,1233,0.155577214,0.875,3484,11.9807,121.903,0,0.708333333,0.094165233,105163037.7,31,PHL,318,3221.811948,3922.633476,700.8215273,0,none,794.3692124,3106.633996,3520000
1233,1234,0.173556962,0.9375,3482,11.968,120.064,0,0.645,0.08417565,83025378.8,31,PHL,172,477.6907748,723.529972,245.8391973,0,none,33336.92337,3106.633996,3520000
1234,1235,0.814865308,2.3125,3485,11.9837,120.232,0,0.645,0.08417565,83025378.8,31,PHL,1176,980.4578516,1359.614625,379.156773,0,none,30784.78225,3106.633996,3520000
1235,1236,0.663686089,1.8125,3486,12.0276,-61.7836,1,0.72125,0.6611838,103979.2,44,GRD,89,1879.041303,1902.116532,23.07522875,0,none,12232.06097,14.65779004,110000
1236,1237,-0.293846337,0.45,3489,12.03,-68.26,1,,0.00335455,227092,45,NLA,60,1197.721854,1438.101138,240.379284,0,none,50762.47104,#N/A,#N/A
1237,1238,-0.087176694,0.625,3490,12.041,-68.7508,1,,-0.000725624,227092,45,NLA,144,906.4364739,1081.758646,175.3221716,0,none,321.3679558,#N/A,#N/A
1238,1239,0.832909123,2,3494,12.0745,-68.8792,1,,0.00335455,227092,45,NLA,6280,914.9773484,1096.149109,181.1717605,0,none,320.4309159,#N/A,#N/A
1239,1240,-0.23101773,0.5,3496,12.07,-68.28,1,,0.00335455,227092,45,NLA,43,1303.038257,1569.404061,266.3658041,0,none,62122.27845,#N/A,#N/A
1240,1241,-0.223143551,0.5,3495,12.0747,109.306,0,0.6022,-1.41604475,82294808.8,33,VNM,426,3323.07203,3764.516563,441.4445329,0,none,65344.1861,3880.378057,5050000
1241,1242,0.425075465,1.25,3497,12.0812,-68.8955,1,,0.00335455,227092,45,NLA,6280,941.2138688,1128.571931,187.3580627,0,none,319.318814,#N/A,#N/A
1242,1243,0.308268039,1.0625,3499,12.0853,-61.7629,0,0.7502,0.8030287,108182.6,44,GRD,554,1812.455118,1838.368908,25.91379065,0,none,402.3052375,14.65779004,110000
1243,1244,0.048790164,0.75,3507,12.1328,109.194,0.5,0.6022,-1.41604475,82294808.8,33,VNM,426,3271.975837,3719.579929,447.6040926,0,none,65535,3880.378057,5050000
1244,1245,3.947390149,51.5,3504,12.1158,123.474,0,0.665,-0.08146726,90915412,31,PHL,251,3516.655364,4351.297641,834.642277,0,none,21164.84122,3106.633996,3520000
1245,1246,0.142589471,1,3512,12.13,-68.29,1,,0.00335455,227092,45,NLA,43,1464.785144,1770.722618,305.9374744,0,none,43170.57315,#N/A,#N/A
1246,1247,0.587786665,1.5,3510,12.1394,-68.9972,1,,0.008138278,227092,45,NLA,668,1183.324515,1403.623677,220.2991624,0,none,314.6605434,#N/A,#N/A
1247,1248,0.438254931,1.25,3511,12.1396,-69.8372,1,,0.00335455,227092,45,NLA,163,1995.147863,2390.796075,395.6482122,0,none,641.6270095,#N/A,#N/A
1248,1249,2.305836995,39.0625,3513,12.1469,109.108,0,0.6022,-1.41604475,82294808.8,33,VNM,1153,3214.121845,3664.156306,450.0344606,0,none,65535,3880.378057,5050000
1249,1250,0.717839793,1.75,3514,12.1638,109.214,0,0.6022,-1.41604475,82294808.8,33,VNM,1153,3346.24591,3799.047176,452.8012651,0,Unrated,65535,3880.378057,5050000
1250,1251,0.262364264,1,3515,12.1669,109.292,0,0.6022,-1.41604475,82294808.8,33,VNM,371,3396.6408,3844.15134,447.5105398,0,Unrated,65535,3880.378057,5050000
1251,1252,2.985681938,19.5,3521,12.214,121.28,0,0.6904,0.05261862,98856117.4,31,PHL,214,2244.022033,2862.70188,618.6798474,0,none,49684.17002,3106.633996,3520000
1252,1253,0.040869617,0.8125,3525,12.2188,-69.0873,1,,0.00335455,227092,45,NLA,238,1464.669851,1729.610677,264.9408255,0,none,312.3428499,#N/A,#N/A
1253,1254,0.359233501,1.24375,3533,12.22,-68.35,0,,0.00335455,227092,45,NLA,69,1732.532734,2102.414166,369.8814321,1,Effective,7031.50366,#N/A,#N/A
1254,1255,0.09531018,0.8,3529,12.21,-68.32,0,,0.00335455,227092,45,NLA,69,1714.888412,2080.999527,366.111115,0,none,12247.65866,#N/A,#N/A
1255,1256,0.699352344,2.84375,3531,12.2214,109.324,1,0.6209,-1.462198775,84281449.1,33,VNM,371,3390.359104,3831.23854,440.879436,0,Unrated,65535,3880.378057,5050000
1256,1257,-0.316816914,0.4375,3534,12.2429,121.282,1,0.6904,0.05261862,98856117.4,31,PHL,228,2250.092117,2867.724665,617.6325487,0,none,58245.48531,3106.633996,3520000
1257,1258,0.405531766,1.5,3542,12.2791,-69.1451,1,,0.00335455,227092,45,NLA,144,1635.659649,1939.392215,303.7325661,0,none,308.5971312,#N/A,#N/A
1258,1259,0.490102029,1.375,3536,12.2615,-68.4202,0.5,,0.008138278,227092,45,NLA,47,1792.8356,2176.988703,384.1531027,0,none,318.0349944,#N/A,#N/A
1259,1260,0.048790164,0.75,3537,12.2633,121.387,1,0.6904,0.05261862,98856117.4,31,PHL,247,2312.39755,2914.354207,601.9566564,0,none,22299.48586,3106.633996,3520000
1260,1261,0.019610357,0.75,3544,12.2836,109.381,0,0.6209,-1.462198775,84281449.1,33,VNM,267,3386.222556,3815.80485,429.5822941,0,none,54071.1718,3880.378057,5050000
1261,1262,-0.223143551,0.5,3541,12.2789,109.494,0,0.6022,-1.41604475,82294808.8,33,VNM,267,3489.575754,3909.742523,420.1667689,0,none,14630.40486,3880.378057,5050000
1262,1263,0.474038317,1.59375,3548,12.3072,121.362,0,0.6904,0.05261862,98856117.4,31,PHL,247,2307.781987,2905.308184,597.526197,0,none,32534.60751,3106.633996,3520000
1263,1264,2.007650677,7.25,3551,12.328,-69.1518,1,,-0.011871599,227092,45,NLA,258,1706.360665,2023.136028,316.7753633,0,none,310.1671486,#N/A,#N/A
1264,1265,0.587786665,1.5,3552,12.3629,109.3,0,0.6022,-1.41604475,82294808.8,33,VNM,365,3285.862706,3717.68584,431.8231342,0,Unrated,65535,3880.378057,5050000
1265,1266,1.754128227,7.0625,3554,12.3829,121.452,0,0.6904,0.05261862,98856117.4,31,PHL,274,2324.934383,2917.207846,592.2734634,0,none,1541.937129,3106.633996,3520000
1266,1267,0.652813229,1.625,3555,12.3848,-69.16,1,,0.00335455,227092,45,NLA,258,1857.823944,2201.488889,343.6649452,0,none,312.4771036,#N/A,#N/A
1267,1268,-0.223143551,0.5,3556,12.4124,-69.8747,0,,1.09816562,101307.6,46,ABW,343,2171.887653,2582.150513,410.2628604,0,none,35161.50766,17.68618864,824000
1268,1269,0.276942557,1.1875,3557,12.4169,109.304,0,0.6396,-1.5083528,86268089.4,33,VNM,268,3228.956766,3652.743645,423.7868791,0,none,65535,3880.378057,5050000
1269,1270,0.936093359,2.25,3558,12.4454,43.4506,1,0.3856,-0.847899375,758891,43,DJI,105,896.3191704,1195.60565,299.2864797,0,none,1653.907433,36.01000451,51000
1270,1271,1.754315374,11.25,3560,12.4506,-61.4944,1,0.761,0.6982996,110863,44,GRD,547,2140.614513,2164.462294,23.84778091,0,none,22074.78734,14.65779004,110000
1271,1272,0.637332116,2.125,3567,12.4668,43.4325,0,0.4306,-1.1977562,816878.6,43,DJI,105,838.8271985,1124.800257,285.9730584,0,none,2495.369958,36.01000451,51000
1272,1273,0.547566774,3.6875,3564,12.4619,-69.9667,1,,1.021770485,99021.3,46,ABW,374,2078.800321,2480.286469,401.4861488,0,none,56643.42378,17.68618864,824000
1273,1274,1.771420805,11.625,3566,12.4661,43.3854,0,0.3856,-0.847899375,758891,43,DJI,116,853.6499944,1142.133535,288.4835408,0,none,1105.930539,36.01000451,51000
1274,1275,0.028544483,0.9375,3569,12.4836,109.309,0,0.6022,-1.41604475,82294808.8,33,VNM,268,3159.416418,3573.620391,414.2039725,0,none,65535,3880.378057,5050000
1275,1276,0.313278227,1.09375,3570,12.4849,-61.4956,1,0.761,0.6982996,110863,44,GRD,547,2121.643683,2145.054167,23.4104841,0,none,18579.16174,14.65779004,110000
1276,1277,-0.410490276,0.375,3572,12.4858,-81.7024,0,0.76,0.141033067,48907047.67,42,COL,19,5412.191986,7206.378357,1794.186371,0,Unrated,257.8575522,18.88574909,1405000
1277,1278,0.59160936,1.5625,3584,12.52,-81.73,1,0.744,-0.04887466,46545418,42,COL,31,5412.191986,7206.378357,1794.186371,0,Unrated,257.8123214,18.88574909,1405000
1278,1279,-0.410490276,0.375,3579,12.5052,-81.8148,1,0.76,0.141033067,48907047.67,42,COL,31,5765.732585,7680.446389,1914.713804,0,Unrated,253.1188204,18.88574909,1405000
1279,1280,2.267630676,53.21875,3581,12.507,100.957,1,0.6744,0.1420113,64513927.4,34,THA,504,4893.612307,7392.336902,2498.724595,0,none,20564.4739,1157.626282,15936000
1280,1281,0.382285981,1.625,3585,12.5316,124.105,0,0.6904,0.05261862,98856117.4,31,PHL,680,3859.749966,4707.13508,847.3851148,0,none,53401.7936,3106.633996,3520000
1281,1282,0.438254931,1.25,3586,12.5372,-81.7359,1,0.76,0.141033067,48907047.67,42,COL,31,5412.191986,7206.378357,1794.186371,0,Unrated,257.8913172,18.88574909,1405000
1282,1283,4.660633981,106.125,3589,12.5478,100.976,1,0.6744,0.1420113,64513927.4,34,THA,504,4879.793096,7348.301831,2468.508736,0,none,37346.09475,1157.626282,15936000
1283,1284,0.09531018,0.8,3597,12.59,-81.72,1,0.744,-0.04887466,46545418,42,COL,41,5412.191986,7206.378357,1794.186371,0,Unrated,260.136453,18.88574909,1405000
1284,1285,-0.105360516,0.6,3596,12.59,-81.69,0,0.744,-0.04887466,46545418,42,COL,44,5412.191986,7206.378357,1794.186371,0,Unrated,261.7581296,18.88574909,1405000
1285,1286,-0.248833485,0.5,3600,12.6069,109.333,0,0.6396,-1.5083528,86268089.4,33,VNM,257,2920.561819,3302.211319,381.6494995,0,none,65534.73572,3880.378057,5050000
1286,1287,1.507215675,18.5,3599,12.6017,53.8173,0,0.4908,-0.614723999,21906724.4,47,YEM,2,221.5949655,294.6254959,73.03053045,0,Unrated,8884.840443,173.8368265,1025000
1287,1288,3.443618098,31,3601,12.6185,54.3577,1,0.4908,-0.614723999,21906724.4,47,YEM,2,235.6465122,313.3079774,77.66146523,0,none,3809.252898,173.8368265,1025000
1288,1289,0.182321557,1,3606,12.6383,109.223,0,0.6022,-1.41604475,82294808.8,33,VNM,683,2889.249154,3286.812904,397.5637508,0,none,65535,3880.378057,5050000
1289,1290,0.53493491,2.625,3605,12.6366,43.4192,1,0.4908,-0.614723999,21906724.4,47,YEM,111,803.692404,1085.740473,282.0480686,0,none,17740.40969,173.8368265,1025000
1290,1291,-0.167736368,0.625,3607,12.6664,120.413,0,0.645,0.08417565,83025378.8,31,PHL,149,1165.081842,1574.61074,409.5288986,2,Partially Effective,308.7918408,3106.633996,3520000
1291,1292,3.369018483,28.75,3608,12.6672,109.384,0,0.6396,-1.5083528,86268089.4,33,VNM,233,2956.461988,3335.152238,378.6902502,0,none,53775.72199,3880.378057,5050000
1292,1293,2.998229154,19.75,3610,12.6705,53.4487,1,0.4908,-0.614723999,21906724.4,47,YEM,2,225.0376861,299.2028258,74.1651397,0,none,887.7378043,173.8368265,1025000
1293,1294,1.075819321,20.375,3611,12.6731,54.197,0,0.4908,-0.614723999,21906724.4,47,YEM,2,231.5099406,307.8081261,76.29818546,0,Unrated,834.7763046,173.8368265,1025000
1294,1295,-0.167736368,0.625,3613,12.6792,54.0763,1,0.4624,-0.504522098,18998914.2,47,YEM,2,227.6963253,302.7376666,75.04134125,0,Unrated,918.5533336,173.8368265,1025000
1295,1296,0.354171814,1.125,3615,12.7042,53.6268,1,0.4908,-0.614723999,21906724.4,47,YEM,2,221.5949655,294.6254959,73.03053045,0,none,960.0898568,173.8368265,1025000
1296,1297,5.088586224,180.4375,3619,12.9662,100.674,0,0.6744,0.1420113,64513927.4,34,THA,402,16938.43183,24175.08032,7236.648494,0,none,1036.518342,1157.626282,15936000
1297,1298,0.080085714,0.875,3620,13.055,-59.5411,1,0.778,1.110296175,274372.2,48,BRB,333,8418.818205,8770.650158,351.8319533,0,none,43037.67886,95.99820685,532000
1298,1299,1.441101902,6.40625,3622,13.0733,-59.6033,1,0.778,1.110296175,274372.2,48,BRB,28613,8418.818205,8770.650158,351.8319533,0,none,21815.25841,95.99820685,532000
1299,1300,1.398716881,3.75,3627,13.1252,-59.6337,1,0.778,1.110296175,274372.2,48,BRB,28613,8418.818205,8770.650158,351.8319533,0,none,6441.588381,95.99820685,532000
1300,1301,0.048790164,0.75,3629,13.1334,-61.1844,0,,,,49,SVG,91,2509.199953,2610.345721,101.1457684,0,none,278.0558562,#N/A,#N/A
1301,1302,1.211582811,5.875,3630,13.1631,-61.2481,1,,,,49,SVG,51,2486.13027,2591.303316,105.1730459,0,none,299.1992403,#N/A,#N/A
1302,1303,1.576421427,20.5,3636,13.19,-59.6417,0,0.778,1.110296175,274372.2,48,BRB,277,8418.818205,8770.650158,351.8319533,0,none,211.4240994,95.99820685,532000
1303,1304,-0.223143551,0.5,3637,13.2153,120.528,0,0.708333333,0.094165233,105163037.7,31,PHL,396,4251.877153,5139.8114,887.9342475,0,none,1927.860504,3106.633996,3520000
1304,1305,0.088648194,0.9375,3638,13.2191,-59.6436,0,0.778,1.110296175,274372.2,48,BRB,157,8418.818205,8770.650158,351.8319533,0,none,211.422803,95.99820685,532000
1305,1306,1.247737801,3.8125,3640,13.2617,-59.645,1,0.778,1.110296175,274372.2,48,BRB,157,8418.818205,8770.650158,351.8319533,0,none,211.5050409,95.99820685,532000
1306,1307,0.368919481,1.2,3641,13.3128,-81.3743,1,0.76,0.141033067,48907047.67,42,COL,574,4764.741701,6344.21848,1579.476779,0,Unrated,256.3733567,18.88574909,1405000
1307,1308,0.883220831,2.4,3645,13.3524,-81.4074,0,0.76,0.141033067,48907047.67,42,COL,574,4764.741701,6344.21848,1579.476779,0,Unrated,257.5,18.88574909,1405000
1308,1309,-0.130682382,0.6,3649,13.37,-81.34,0,0.744,-0.04887466,46545418,42,COL,574,4764.741701,6344.21848,1579.476779,2,Partially Effective,255.4559254,18.88574909,1405000
1309,1310,0.09531018,0.8,3662,13.4,-81.4,1,0.744,-0.04887466,46545418,42,COL,6,4764.741701,6344.21848,1579.476779,0,Unrated,259.542191,18.88574909,1405000
1310,1311,-0.197634882,0.53125,3656,13.4442,121.216,1,0.665,-0.08146726,90915412,31,PHL,1101,9127.604614,11494.53331,2366.928692,0,none,60754.41872,3106.633996,3520000
1311,1312,1.186521778,3,3658,13.46,-81.37,0,0.744,-0.04887466,46545418,42,COL,6,3152.242595,4181.487611,1029.245016,0,Unrated,271.0305408,18.88574909,1405000
1312,1313,-0.331588081,0.46875,3659,13.4779,120.972,0.5,0.699366667,0.073391927,102009577.5,31,PHL,828,10917.28253,13868.29997,2951.017447,0,none,29668.33207,3106.633996,3520000
1313,1314,-0.223143551,0.5,3663,13.514,120.961,0,0.708333333,0.094165233,105163037.7,31,PHL,828,11907.67449,15049.4614,3141.786908,0,none,15317.93381,3106.633996,3520000
1314,1315,0.161268148,0.875,3670,13.5247,120.981,0,0.645,0.08417565,83025378.8,31,PHL,828,12033.57817,15171.38824,3137.810067,0,none,11492.20509,3106.633996,3520000
1315,1316,0.143997262,0.875,3671,13.6274,121.057,0,0.6904,0.05261862,98856117.4,31,PHL,1200,16982.18493,20454.00896,3471.82403,0,none,2188.347931,3106.633996,3520000
1316,1317,0.976691082,3.0625,3676,13.6592,122.792,0,0.6904,0.05261862,98856117.4,31,PHL,643,4539.669272,5527.795924,988.1266514,0,none,10077.30107,3106.633996,3520000
1317,1318,1.523009119,7.59375,3677,13.6642,120.869,0,0.6904,0.05261862,98856117.4,31,PHL,1451,19616.7281,23572.62511,3955.897004,0,none,32756.31088,3106.633996,3520000
1318,1319,2.172486785,30,3678,13.6882,120.841,0,0.6904,0.05261862,98856117.4,31,PHL,1451,21079.16305,25178.56812,4099.405066,0,none,34225.73262,3106.633996,3520000
1319,1320,0.635582027,1.78125,3685,13.7244,120.88,0,0.708333333,0.094165233,105163037.7,31,PHL,1451,22705.00902,26899.42713,4194.418117,0,none,55609.15268,3106.633996,3520000
1320,1321,2.319858265,9.875,3684,13.7205,-60.9354,0,0.7072,1.102232613,165267.1,50,LCA,1430,4202.576707,4453.071254,250.4945473,0,none,270.8871225,25.75065058,306000
1321,1322,3.549617387,34.5,3687,13.7335,122.829,0,0.6904,0.05261862,98856117.4,31,PHL,788,4514.586502,5512.776155,998.1896531,0,none,23953.54812,3106.633996,3520000
1322,1323,2.557236452,16.5625,3688,13.7515,-61.0055,0,0.7072,1.102232613,165267.1,50,LCA,97,4139.522362,4381.230779,241.7084165,0,none,275.2619278,25.75065058,306000
1323,1324,0.834089204,2.75,3690,13.7737,120.644,1,0.665,-0.08146726,90915412,31,PHL,1127,24614.57148,29226.35063,4611.779146,0,none,579.6142074,3106.633996,3520000
1324,1325,0.915490091,2.75,3692,13.7833,120.677,0,0.6904,0.05261862,98856117.4,31,PHL,1127,25180.42599,29804.3031,4623.877111,0,none,579.0177681,3106.633996,3520000
1325,1326,0.587786665,1.5,3693,13.7886,42.8063,1,0.4908,-0.614723999,21906724.4,47,YEM,137,1654.996638,2177.401942,522.4053046,0,none,1134.343069,173.8368265,1025000
1326,1327,0.767351014,2.71875,3696,13.8034,120.912,0,0.6904,0.05261862,98856117.4,31,PHL,1711,24313.31972,28937.34564,4624.025928,0,none,61691.47954,3106.633996,3520000
1327,1328,1.635726888,5.875,3706,13.84,-61.0705,0,0.6938,1.002931225,160666.8,50,LCA,328,4017.767417,4227.076768,209.3093518,2,Partially Effective,262.1961134,25.75065058,306000
1328,1329,0.860489644,2.5,3703,13.8394,-59.6167,1,0.778,1.110296175,274372.2,48,BRB,122,8418.818205,8770.650158,351.8319533,0,none,191.1919706,95.99820685,532000
1329,1330,0.662043228,1.6875,3713,13.86,-61.08,1,0.6938,1.002931225,160666.8,50,LCA,328,3985.084489,4190.438629,205.3541404,2,Partially Effective,260.0579214,25.75065058,306000
1330,1331,0.351858066,1.8125,3714,13.929,-61.0589,0,0.7206,1.201534,169867.4,50,LCA,805,3969.839821,4170.601523,200.7617019,0,none,253.7728696,25.75065058,306000
1331,1332,1.246189332,4.375,3715,13.9359,48.3864,0.5,0.4908,-0.614723999,21906724.4,47,YEM,173,346.8444101,459.8452835,113.0008734,0,none,1536.034402,173.8368265,1025000
1332,1333,0.30146276,1.375,3716,13.9697,120.602,0,0.6904,0.05261862,98856117.4,31,PHL,1989,29436.66262,35014.10556,5577.442937,0,none,4153.335837,3106.633996,3520000
1333,1334,-0.087176694,0.625,3736,14.0201,120.617,0,0.6904,0.05261862,98856117.4,31,PHL,1959,29368.04188,34955.21309,5587.171206,0,none,15383.35623,3106.633996,3520000
1334,1335,-0.223143551,0.5,3737,14.1015,-60.9555,0,0.7206,1.201534,169867.4,50,LCA,549,4192.196323,4401.760073,209.5637505,0,none,616.7602901,25.75065058,306000
1335,1336,-0.167736368,0.625,3738,14.1133,120.608,0,0.665,-0.08146726,90915412,31,PHL,2079,28825.35148,34360.42868,5535.077194,0,none,29248.77905,3106.633996,3520000
1336,1337,0.975804085,5.5625,3749,14.1937,120.586,0,0.6904,0.05261862,98856117.4,31,PHL,2079,28880.30604,34394.97619,5514.670151,0,none,21258.91029,3106.633996,3520000
1337,1338,-0.166139931,0.6,3755,14.3,-80.36,1,,0.832122767,44420000,51,CRS,1,68.74631,84.61723,15.87092,0,Unrated,257.1341062,#N/A,#N/A
1338,1339,-0.293846337,0.45,3753,14.36,-80.23,1,,0.832122767,44420000,51,CRS,0,68.74631,84.61723,15.87092,0,Unrated,248.4270026,#N/A,#N/A
1339,1340,-0.356674944,0.4,3754,14.36,-80.28,1,,0.832122767,44420000,51,CRS,1,68.74631,84.61723,15.87092,0,Unrated,251.0151384,#N/A,#N/A
1340,1341,-0.105360516,0.6,3756,14.41,-80.19,0,,0.832122767,44420000,51,CRS,0,68.74631,84.61723,15.87092,0,Unrated,243.7936396,#N/A,#N/A
1341,1342,4.48919801,88.75,3757,14.457,-60.9219,1,,,36629.66667,52,MAF,132,3990.703918,4210.523062,219.8191437,0,none,54924.35545,9.987415462,#N/A
1342,1343,0.271677096,1.7,3758,14.46,-80.24,1,,0.832122767,44420000,51,CRS,0,68.74631,84.61723,15.87092,0,Unrated,242.5814041,#N/A,#N/A
1343,1344,2.669420658,27.4375,3760,14.5211,-61.0962,1,,,36599.9,52,MAF,198,3699.005635,3898.31572,199.3100849,2,Partially Effective,65535,9.987415462,#N/A
1344,1345,0.276942557,1.1875,3761,14.7572,120.239,0,0.645,0.08417565,83025378.8,31,PHL,2203,30210.27301,35290.33523,5080.062215,0,none,31569.33809,3106.633996,3520000
1345,1346,1.516032101,4.625,3763,14.7583,-60.96,0,,,32050,52,MAF,356,3469.387353,3647.971183,178.5838298,0,none,303.149155,9.987415462,#N/A
1346,1347,1.022392698,7,3766,14.8092,121.838,0,0.6904,0.05261862,98856117.4,31,PHL,708,24553.33039,29053.64523,4500.314841,0,none,19088.33807,3106.633996,3520000
1347,1348,1.359495071,4.8125,3767,14.8177,50.0153,0,0.4908,-0.614723999,21906724.4,47,YEM,63,454.8653299,604.7691274,149.9037975,0,none,65535,173.8368265,1025000
1348,1349,1.448903998,8.59375,3770,15.2349,-61.3666,0,0.725333333,0.864591267,71463.33333,53,DMA,69,2891.413296,3031.847773,140.4344763,0,none,273.8781704,17.77213342,77000
1349,1350,2.451812635,11.5625,3774,15.2694,-61.3766,1,0.7202,1.00640604,70813.8,53,DMA,7736,3110.804565,3255.338458,144.5338926,0,none,8121.491539,17.77213342,77000
1350,1351,0.937258933,5.71875,3777,15.3807,-61.4125,0,0.725333333,0.864591267,71463.33333,53,DMA,43,3278.080925,3435.300457,157.2195313,0,none,42842.96497,17.77213342,77000
1351,1352,2.266338826,10.65625,3779,15.4267,-61.4478,1,0.725333333,0.864591267,71463.33333,53,DMA,84,3116.9713,3244.605236,127.6339356,0,none,40478.41934,17.77213342,77000
1352,1353,1.754128227,7.0625,3785,15.5908,-61.4718,1,0.7202,1.00640604,70813.8,53,DMA,275,2407.465562,2499.646637,92.18107424,0,none,275,17.77213342,77000
1353,1354,2.35612586,10.25,3786,15.7016,42.3918,0,0.4908,-0.614723999,21906724.4,47,YEM,138,2195.057008,2884.775973,689.7189654,0,none,1338.493964,173.8368265,1025000
1354,1355,0.048790164,0.75,3787,15.8529,-88.3019,1,0.592,-0.21904026,14010091.2,54,GTM,161,2081.432171,2551.086639,469.6544685,3,Not Effective,1234.425468,283.1703565,1384000
1355,1356,1.029619417,2.5,3788,15.8687,-88.7707,1,0.592,-0.21904026,14010091.2,54,GTM,221,1600.665915,1996.806644,396.1407286,0,none,25653.43358,283.1703565,1384000
1356,1357,0.438254931,1.25,3789,15.8726,-61.31,1,0.8822,1.2105644,65972323,8,FRA,57,2339.106403,2457.648233,118.5418297,0,none,13739.28733,71.54552582,76647000
1357,1358,1.796459531,8.75,3790,15.8764,-61.6017,1,0.885766667,1.182536033,66413412.67,8,FRA,103,2339.091135,2457.636469,118.5453345,0,none,22062.26032,71.54552582,76647000
1358,1359,-0.006079577,0.75,3791,15.9031,108.54,0,0.6022,-1.41604475,82294808.8,33,VNM,259,4586.031206,5048.873174,462.8419686,0,none,7957.260604,3880.378057,5050000
1359,1360,0.257719981,1.0625,3814,15.96,108.49,0,0.6022,-1.41604475,82294808.8,33,VNM,259,4586.588246,5049.456592,462.8683463,0,Unrated,5181.476231,3880.378057,5050000
1360,1361,0.377403013,1.25,3800,15.9525,-86.5,1,0.5928,-0.33269106,7978403.2,55,HND,123,995.2895312,1240.860769,245.5712374,3,Not Effective,977.5982761,88.02194444,863000
1361,1362,0.548898868,2.3125,3796,15.9381,108.515,0,0.6022,-1.41604475,82294808.8,33,VNM,259,4583.619469,5047.535244,463.915775,0,none,6553.359528,3880.378057,5050000
1362,1363,0.648311307,1.71875,3833,15.9811,-86.4786,1,0.5928,-0.33269106,7978403.2,55,HND,123,1012.959928,1264.470428,251.5104996,3,Not Effective,927.0928717,88.02194444,863000
1363,1364,2.435803937,11.125,3802,15.9539,-61.7104,1,0.8822,1.2105644,65972323,8,FRA,54,2262.466674,2378.15569,115.6890166,0,none,10430.44952,71.54552582,76647000
1364,1365,0.262364264,1,3805,15.959,-61.322,1,0.8822,1.2105644,65972323,8,FRA,48,2350.670794,2469.802986,119.1321926,0,none,1183.550619,71.54552582,76647000
1365,1366,-0.223143551,0.5,3811,15.9661,-88.555,1,0.592,-0.21904026,14010091.2,54,GTM,163,1754.964117,2174.023947,419.0598292,3,Not Effective,5757.295672,283.1703565,1384000
1366,1367,0.601110636,3,3812,15.9675,108.446,1,0.6022,-1.41604475,82294808.8,33,VNM,587,4564.889454,5017.413682,452.5242277,0,Unrated,5609.613247,3880.378057,5050000
1367,1368,1.722277024,9.0625,3815,15.9714,108.491,0,0.6022,-1.41604475,82294808.8,33,VNM,259,4600.811206,5066.688995,465.8777892,0,Unrated,3309.743145,3880.378057,5050000
1368,1369,0.065514131,0.8125,3842,16.0808,-86.9159,0,0.5928,-0.33269106,7978403.2,55,HND,83,1301.226499,1599.75323,298.5267309,0,none,549.5,88.02194444,863000
1369,1370,0.354171814,1.125,3863,16.104,-86.8746,1,0.5928,-0.33269106,7978403.2,55,HND,99,1254.562196,1555.273998,300.7118023,0,none,499.2824193,88.02194444,863000
1370,1371,0.262364264,1,3852,16.0868,-87.0019,1,0.5928,-0.33269106,7978403.2,55,HND,105,1505.781792,1836.791513,331.0097206,0,none,575.5662769,88.02194444,863000
