clust,lden,den,ID,Lat,Lon,depth,Country_number,Code,Grav_tot,reg_pop_growth,MPA_SCORE,RATING,Productivity_mean
1151,0.340678856,3.3125,3252,10.9851,123.458,0,31,PHL,450,1950.469471,2,Partially Effective,951.2505745
1152,0.40043994,1.6875,3259,10.9907,124.107,1,31,PHL,624,1796.689332,0,none,644.7605096
1153,-0.597837001,0.25,3257,10.9899,123.817,1,31,PHL,505,1852.595019,3,Not Effective,38991.20376
1154,0.720065646,3.8125,3262,11.0022,123.909,1,31,PHL,505,1824.10941,3,Not Effective,43387.38634
1155,0.273171346,4.59375,3263,11.0103,123.419,1,31,PHL,450,1965.454083,2,Partially Effective,1055.095626
1156,2.548337683,14.1875,3266,11.0539,123.448,0,31,PHL,450,1928.190898,2,Partially Effective,1057.359728
1157,0.936093359,2.25,3268,11.0662,103.077,0,38,KHM,180,122.0934994,0,none,25596.45643
1158,1.795340366,32.9375,3269,11.0853,123.679,0,31,PHL,474,1846.778428,0,none,1048.853632
1159,3.114980884,35.6875,3270,11.0944,123.468,1,31,PHL,352,1877.191622,2,Partially Effective,1103.256177
1160,0.654925968,1.625,3274,11.1187,124.252,0,31,PHL,304,1733.01624,0,none,1716.167719
1161,0.09531018,0.8,3277,11.11,-85.78,1,40,NIC,209,159.1141011,0,none,5522.582776
1162,0.916290732,2.2,3279,11.12,-85.8,1,40,NIC,209,167.1816813,0,none,3187.368233
1163,2.00312084,14.125,3282,11.1402,123.756,0,31,PHL,430,1832.723201,3,Not Effective,1166.932464
1164,0.936093359,2.25,3285,11.1436,119.309,0,31,PHL,44,389.8262222,3,Not Effective,33032
1165,1.105357182,3.28125,3297,11.1776,123.805,0,31,PHL,468,1825.894129,3,Not Effective,1131.891111
1166,0.004066743,0.7125,3291,11.1533,166.836,1,36,MHL,0,3.401583621,0,none,182
1167,0.686379845,1.95,3293,11.16,166.89,1,36,MHL,0,3.401583621,0,none,167.5443414
1168,0.146334807,0.9375,3306,11.1916,119.392,0,31,PHL,42,381.9115685,3,Not Effective,47093.9368
1169,0.150052296,0.9,3298,11.17,166.76,0.5,36,MHL,0,3.401583621,0,none,203.1375209
1170,-0.410490276,0.375,3299,11.1819,123.702,0,31,PHL,668,1806.594296,0,none,1131.364893
1171,1.067231128,3,3303,11.1889,123.817,0,31,PHL,468,1819.98028,3,Not Effective,1123.032691
1172,0.737381505,1.8,3309,11.19,-85.84,1,40,NIC,209,215.837529,0,none,17548.27048
1173,0.458645116,2.25,3313,11.2126,123.775,1,31,PHL,468,1811.260188,3,Not Effective,1106.815074
1174,1.800058272,5.75,3314,11.2128,123.125,1,31,PHL,380,945.1128426,0,none,65200.60953
1175,0.438254931,1.25,3327,11.2325,108.833,0,33,VNM,505,430.8464318,0,Unrated,57552.27907
1176,-0.597837001,0.25,3322,11.2261,123.681,0,31,PHL,668,1669.064135,0,none,1103.650709
1177,0.48682016,2.53125,3323,11.2275,119.364,0,31,PHL,44,374.8679846,3,Not Effective,29133.48132
1178,0.573701226,1.9,3324,11.22,-85.85,0,40,NIC,209,255.6760328,0,none,29013.35105
1179,0.936093359,2.25,3331,11.2557,-60.5387,1,41,TTO,18,220.0371841,0,Unrated,501.463745
1180,0.832909123,2,3332,11.2618,119.676,0,31,PHL,52,338.1670749,0,none,32176.32187
1181,0.832909123,2.4,3342,11.28,-85.91,0,40,NIC,209,320.323888,0,none,52272.97706
1182,-0.410490276,0.375,3336,11.2725,123.705,0,31,PHL,553,1311.863177,0,none,1069.877242
1183,0.299761539,1.0625,3337,11.2761,108.868,0,33,VNM,547,443.8175674,0,none,58727.80909
1184,-0.223143551,0.5,3338,11.2765,123.754,0,31,PHL,346,1385.041403,3,Not Effective,1059.924285
1185,-0.167736368,0.625,3352,11.303,123.881,0,31,PHL,329,1278.878694,0,none,1017.771863
1186,0.922888344,3,3347,11.3012,-74.194,1,42,COL,207,1431.56418,0,none,885.0789334
1187,1.590898408,5,3350,11.3015,-60.5204,1,41,TTO,59,204.9056615,0,none,465.2180368
1188,1.089643438,3.375,3349,11.3014,-74.1653,0,42,COL,207,1410.040953,3,Not Effective,890.38196
1189,0.361887922,2.03125,3359,11.3164,108.808,0,33,VNM,611,437.4952229,0,Unrated,65535
1190,-0.223143551,0.5,3356,11.3126,119.665,0,31,PHL,52,328.7958771,0,none,26960.09931
1191,0.318288415,1.5,3382,11.3343,124.125,0,31,PHL,305,986.9433434,0,none,20536.25367
1192,0.019610357,0.75,3362,11.3208,108.836,0,33,VNM,611,441.0608782,0,none,65504.85829
1193,2.647717366,37.6875,3380,11.3332,-60.5562,1,41,TTO,18,202.5450708,0,none,495.0517238
1194,2.872151212,17.375,3366,11.3216,108.905,0,33,VNM,547,455.8019574,0,none,64287.11662
1195,1.515127233,4.25,3372,11.3253,-60.5951,1,41,TTO,18,212.2215578,0,none,537.8676611
1196,2.004852685,7.125,3387,11.3436,123.901,0,31,PHL,277,1005.916661,0,none,990.6656781
1197,3.058707073,21,3386,11.3413,123.752,1,31,PHL,346,915.5970968,0,none,1023.873606
1198,0.832909123,2,3395,11.35,-86,1,40,NIC,209,353.7483749,0,none,59513.30629
1199,1.458615023,4,3398,11.38,-86.03,1,40,NIC,209,358.2761624,0,none,52746.75608
1200,0.916290732,2.2,3401,11.3,-85.92,1,40,NIC,209,327.5162165,0,none,58871.6078
1201,1.106459963,4.28125,3402,11.4836,119.88,0,31,PHL,57,290.2734111,0,none,35845.01756
1202,0.024395082,0.8,3404,11.48,-86.16,1,40,NIC,209,371.2759337,0,none,56781.03491
1203,0.350309598,1.125,3406,11.4922,126.576,1,31,PHL,167,645.8749772,0,none,157.5
1204,0.793558511,2.5,3409,11.54,-86.2,1,40,NIC,209,376.7764922,0,none,65199.38722
1205,0.387692531,1.1875,3410,11.5864,42.8291,0,43,DJI,696,226.77157,0,none,59517.90266
1206,0.105029156,0.8125,3412,11.5957,43.0229,0,43,DJI,2125,247.7442237,0,none,985.989141
1207,0.048790164,0.75,3413,11.5958,42.9572,0,43,DJI,2125,241.2784057,0,none,10494.42469
1208,-0.274523418,0.5,3416,11.6181,109.151,0,33,VNM,475,450.3202255,0,none,38516.5815
1209,0.555928758,2,3415,11.6077,43.1115,0,43,DJI,746,257.2552739,0,none,1094.812885
1210,-0.597837001,0.25,3419,11.6708,109.161,0,33,VNM,475,449.0009435,0,none,56241.82365
1211,-0.223143551,0.5,3421,11.6973,43.144,0,43,DJI,264,280.2493427,0,none,1483.212215
1212,0.215891208,1.375,3422,11.7014,109.201,1,33,VNM,427,451.5051436,0,none,50277.37311
1213,0.082972582,0.84375,3436,11.7378,43.1987,0,43,DJI,264,290.8095889,0,none,12089.06142
1214,0.430389011,2.125,3430,11.7197,124.064,0,31,PHL,242,795.2314799,0,none,6133.038105
1215,-0.151467293,0.5625,3441,11.7526,124.023,0,31,PHL,242,837.1566963,0,none,17268.09807
1216,2.407071713,18.03125,3440,11.7525,120.136,0,31,PHL,81,260.7574326,0,none,65302.90509
1217,2.648257872,64.875,3443,11.755,102.544,0,34,THA,196,103.2854308,0,none,32230.32102
1218,-0.223143551,0.5,3446,11.7735,124.013,0,31,PHL,242,829.4259538,0,none,25551.15832
1219,0.832909123,2,3447,11.7804,43.9072,0,43,DJI,131,403.2131007,0,none,965.7160366
1220,0.262364264,1,3448,11.7806,42.8839,0,43,DJI,271,237.5140731,0,none,50419.74154
1221,2.631948962,39.25,3459,11.8203,102.402,0,34,THA,188,142.2959207,2,Partially Effective,27422.60744
1222,1.398716881,3.75,3455,11.8062,43.0213,0,43,DJI,168,268.5781338,0,none,39070.4564
1223,-0.597837001,0.25,3456,11.8084,123.942,0,31,PHL,320,815.9495501,0,none,39944.10923
1224,2.746046949,53.625,3460,11.8231,102.447,0,34,THA,202,149.9679923,0,none,22058.24477
1225,0.860489644,2.5,3461,11.82,97.6517,0,35,MMR,30,-6.08141747,0,none,832.528937
1226,-0.223143551,0.5,3462,11.8341,124.067,0,31,PHL,415,803.924976,0,none,48864.83256
1227,1.296319675,4.3125,3470,11.8918,102.455,0,34,THA,220,211.23289,2,Partially Effective,5727.02183
1228,-0.597837001,0.25,3472,11.9049,102.317,1,34,THA,186,200.6417487,0,none,47873.96843
1229,0.352661363,1.78125,3473,11.9099,120.052,0,31,PHL,144,265.3670057,0,none,31849.75026
1230,0.299330733,2.84375,3475,11.9242,102.362,0,34,THA,205,230.9747716,2,Partially Effective,35341.64777
1231,1.928545761,43,3477,11.9453,102.283,1,34,THA,186,271.2046969,0,none,60241.49097
1232,0.901385331,7.625,3479,11.9635,120.178,1,31,PHL,236,359.333974,0,none,39215.13001
1233,0.155577214,0.875,3484,11.9807,121.903,0,31,PHL,318,700.8215273,0,none,794.3692124
1234,0.173556962,0.9375,3482,11.968,120.064,0,31,PHL,172,245.8391973,0,none,33336.92337
1235,0.814865308,2.3125,3485,11.9837,120.232,0,31,PHL,1176,379.156773,0,none,30784.78225
1236,0.663686089,1.8125,3486,12.0276,-61.7836,1,44,GRD,89,23.07522875,0,none,12232.06097
1237,-0.293846337,0.45,3489,12.03,-68.26,1,45,NLA,60,240.379284,0,none,50762.47104
1238,-0.087176694,0.625,3490,12.041,-68.7508,1,45,NLA,144,175.3221716,0,none,321.3679558
1239,0.832909123,2,3494,12.0745,-68.8792,1,45,NLA,6280,181.1717605,0,none,320.4309159
1240,-0.23101773,0.5,3496,12.07,-68.28,1,45,NLA,43,266.3658041,0,none,62122.27845
1241,-0.223143551,0.5,3495,12.0747,109.306,0,33,VNM,426,441.4445329,0,none,65344.1861
1242,0.425075465,1.25,3497,12.0812,-68.8955,1,45,NLA,6280,187.3580627,0,none,319.318814
1243,0.308268039,1.0625,3499,12.0853,-61.7629,0,44,GRD,554,25.91379065,0,none,402.3052375
1244,0.048790164,0.75,3507,12.1328,109.194,0.5,33,VNM,426,447.6040926,0,none,65535
1245,3.947390149,51.5,3504,12.1158,123.474,0,31,PHL,251,834.642277,0,none,21164.84122
1246,0.142589471,1,3512,12.13,-68.29,1,45,NLA,43,305.9374744,0,none,43170.57315
1247,0.587786665,1.5,3510,12.1394,-68.9972,1,45,NLA,668,220.2991624,0,none,314.6605434
1248,0.438254931,1.25,3511,12.1396,-69.8372,1,45,NLA,163,395.6482122,0,none,641.6270095
1249,2.305836995,39.0625,3513,12.1469,109.108,0,33,VNM,1153,450.0344606,0,none,65535
1250,0.717839793,1.75,3514,12.1638,109.214,0,33,VNM,1153,452.8012651,0,Unrated,65535
1251,0.262364264,1,3515,12.1669,109.292,0,33,VNM,371,447.5105398,0,Unrated,65535
1252,2.985681938,19.5,3521,12.214,121.28,0,31,PHL,214,618.6798474,0,none,49684.17002
1253,0.040869617,0.8125,3525,12.2188,-69.0873,1,45,NLA,238,264.9408255,0,none,312.3428499
1254,0.359233501,1.24375,3533,12.22,-68.35,0,45,NLA,69,369.8814321,1,Effective,7031.50366
1255,0.09531018,0.8,3529,12.21,-68.32,0,45,NLA,69,366.111115,0,none,12247.65866
1256,0.699352344,2.84375,3531,12.2214,109.324,1,33,VNM,371,440.879436,0,Unrated,65535
1257,-0.316816914,0.4375,3534,12.2429,121.282,1,31,PHL,228,617.6325487,0,none,58245.48531
1258,0.405531766,1.5,3542,12.2791,-69.1451,1,45,NLA,144,303.7325661,0,none,308.5971312
1259,0.490102029,1.375,3536,12.2615,-68.4202,0.5,45,NLA,47,384.1531027,0,none,318.0349944
1260,0.048790164,0.75,3537,12.2633,121.387,1,31,PHL,247,601.9566564,0,none,22299.48586
1261,0.019610357,0.75,3544,12.2836,109.381,0,33,VNM,267,429.5822941,0,none,54071.1718
1262,-0.223143551,0.5,3541,12.2789,109.494,0,33,VNM,267,420.1667689,0,none,14630.40486
1263,0.474038317,1.59375,3548,12.3072,121.362,0,31,PHL,247,597.526197,0,none,32534.60751
1264,2.007650677,7.25,3551,12.328,-69.1518,1,45,NLA,258,316.7753633,0,none,310.1671486
1265,0.587786665,1.5,3552,12.3629,109.3,0,33,VNM,365,431.8231342,0,Unrated,65535
1266,1.754128227,7.0625,3554,12.3829,121.452,0,31,PHL,274,592.2734634,0,none,1541.937129
1267,0.652813229,1.625,3555,12.3848,-69.16,1,45,NLA,258,343.6649452,0,none,312.4771036
1268,-0.223143551,0.5,3556,12.4124,-69.8747,0,46,ABW,343,410.2628604,0,none,35161.50766
1269,0.276942557,1.1875,3557,12.4169,109.304,0,33,VNM,268,423.7868791,0,none,65535
1270,0.936093359,2.25,3558,12.4454,43.4506,1,43,DJI,105,299.2864797,0,none,1653.907433
1271,1.754315374,11.25,3560,12.4506,-61.4944,1,44,GRD,547,23.84778091,0,none,22074.78734
1272,0.637332116,2.125,3567,12.4668,43.4325,0,43,DJI,105,285.9730584,0,none,2495.369958
1273,0.547566774,3.6875,3564,12.4619,-69.9667,1,46,ABW,374,401.4861488,0,none,56643.42378
1274,1.771420805,11.625,3566,12.4661,43.3854,0,43,DJI,116,288.4835408,0,none,1105.930539
1275,0.028544483,0.9375,3569,12.4836,109.309,0,33,VNM,268,414.2039725,0,none,65535
1276,0.313278227,1.09375,3570,12.4849,-61.4956,1,44,GRD,547,23.4104841,0,none,18579.16174
1277,-0.410490276,0.375,3572,12.4858,-81.7024,0,42,COL,19,1794.186371,0,Unrated,257.8575522
1278,0.59160936,1.5625,3584,12.52,-81.73,1,42,COL,31,1794.186371,0,Unrated,257.8123214
1279,-0.410490276,0.375,3579,12.5052,-81.8148,1,42,COL,31,1914.713804,0,Unrated,253.1188204
1280,2.267630676,53.21875,3581,12.507,100.957,1,34,THA,504,2498.724595,0,none,20564.4739
1281,0.382285981,1.625,3585,12.5316,124.105,0,31,PHL,680,847.3851148,0,none,53401.7936
1282,0.438254931,1.25,3586,12.5372,-81.7359,1,42,COL,31,1794.186371,0,Unrated,257.8913172
1283,4.660633981,106.125,3589,12.5478,100.976,1,34,THA,504,2468.508736,0,none,37346.09475
1284,0.09531018,0.8,3597,12.59,-81.72,1,42,COL,41,1794.186371,0,Unrated,260.136453
1285,-0.105360516,0.6,3596,12.59,-81.69,0,42,COL,44,1794.186371,0,Unrated,261.7581296
1286,-0.248833485,0.5,3600,12.6069,109.333,0,33,VNM,257,381.6494995,0,none,65534.73572
1287,1.507215675,18.5,3599,12.6017,53.8173,0,47,YEM,2,73.03053045,0,Unrated,8884.840443
1288,3.443618098,31,3601,12.6185,54.3577,1,47,YEM,2,77.66146523,0,none,3809.252898
1289,0.182321557,1,3606,12.6383,109.223,0,33,VNM,683,397.5637508,0,none,65535
1290,0.53493491,2.625,3605,12.6366,43.4192,1,47,YEM,111,282.0480686,0,none,17740.40969
1291,-0.167736368,0.625,3607,12.6664,120.413,0,31,PHL,149,409.5288986,2,Partially Effective,308.7918408
1292,3.369018483,28.75,3608,12.6672,109.384,0,33,VNM,233,378.6902502,0,none,53775.72199
1293,2.998229154,19.75,3610,12.6705,53.4487,1,47,YEM,2,74.1651397,0,none,887.7378043
1294,1.075819321,20.375,3611,12.6731,54.197,0,47,YEM,2,76.29818546,0,Unrated,834.7763046
1295,-0.167736368,0.625,3613,12.6792,54.0763,1,47,YEM,2,75.04134125,0,Unrated,918.5533336
1296,0.354171814,1.125,3615,12.7042,53.6268,1,47,YEM,2,73.03053045,0,none,960.0898568
1297,5.088586224,180.4375,3619,12.9662,100.674,0,34,THA,402,7236.648494,0,none,1036.518342
1298,0.080085714,0.875,3620,13.055,-59.5411,1,48,BRB,333,351.8319533,0,none,43037.67886
1299,1.441101902,6.40625,3622,13.0733,-59.6033,1,48,BRB,28613,351.8319533,0,none,21815.25841
1300,1.398716881,3.75,3627,13.1252,-59.6337,1,48,BRB,28613,351.8319533,0,none,6441.588381
1301,0.048790164,0.75,3629,13.1334,-61.1844,0,49,SVG,91,101.1457684,0,none,278.0558562
1302,1.211582811,5.875,3630,13.1631,-61.2481,1,49,SVG,51,105.1730459,0,none,299.1992403
1303,1.576421427,20.5,3636,13.19,-59.6417,0,48,BRB,277,351.8319533,0,none,211.4240994
1304,-0.223143551,0.5,3637,13.2153,120.528,0,31,PHL,396,887.9342475,0,none,1927.860504
1305,0.088648194,0.9375,3638,13.2191,-59.6436,0,48,BRB,157,351.8319533,0,none,211.422803
1306,1.247737801,3.8125,3640,13.2617,-59.645,1,48,BRB,157,351.8319533,0,none,211.5050409
1307,0.368919481,1.2,3641,13.3128,-81.3743,1,42,COL,574,1579.476779,0,Unrated,256.3733567
1308,0.883220831,2.4,3645,13.3524,-81.4074,0,42,COL,574,1579.476779,0,Unrated,257.5
1309,-0.130682382,0.6,3649,13.37,-81.34,0,42,COL,574,1579.476779,2,Partially Effective,255.4559254
1310,0.09531018,0.8,3662,13.4,-81.4,1,42,COL,6,1579.476779,0,Unrated,259.542191
1311,-0.197634882,0.53125,3656,13.4442,121.216,1,31,PHL,1101,2366.928692,0,none,60754.41872
1312,1.186521778,3,3658,13.46,-81.37,0,42,COL,6,1029.245016,0,Unrated,271.0305408
1313,-0.331588081,0.46875,3659,13.4779,120.972,0.5,31,PHL,828,2951.017447,0,none,29668.33207
1314,-0.223143551,0.5,3663,13.514,120.961,0,31,PHL,828,3141.786908,0,none,15317.93381
1315,0.161268148,0.875,3670,13.5247,120.981,0,31,PHL,828,3137.810067,0,none,11492.20509
1316,0.143997262,0.875,3671,13.6274,121.057,0,31,PHL,1200,3471.82403,0,none,2188.347931
1317,0.976691082,3.0625,3676,13.6592,122.792,0,31,PHL,643,988.1266514,0,none,10077.30107
1318,1.523009119,7.59375,3677,13.6642,120.869,0,31,PHL,1451,3955.897004,0,none,32756.31088
1319,2.172486785,30,3678,13.6882,120.841,0,31,PHL,1451,4099.405066,0,none,34225.73262
1320,0.635582027,1.78125,3685,13.7244,120.88,0,31,PHL,1451,4194.418117,0,none,55609.15268
1321,2.319858265,9.875,3684,13.7205,-60.9354,0,50,LCA,1430,250.4945473,0,none,270.8871225
1322,3.549617387,34.5,3687,13.7335,122.829,0,31,PHL,788,998.1896531,0,none,23953.54812
1323,2.557236452,16.5625,3688,13.7515,-61.0055,0,50,LCA,97,241.7084165,0,none,275.2619278
1324,0.834089204,2.75,3690,13.7737,120.644,1,31,PHL,1127,4611.779146,0,none,579.6142074
1325,0.915490091,2.75,3692,13.7833,120.677,0,31,PHL,1127,4623.877111,0,none,579.0177681
1326,0.587786665,1.5,3693,13.7886,42.8063,1,47,YEM,137,522.4053046,0,none,1134.343069
1327,0.767351014,2.71875,3696,13.8034,120.912,0,31,PHL,1711,4624.025928,0,none,61691.47954
1328,1.635726888,5.875,3706,13.84,-61.0705,0,50,LCA,328,209.3093518,2,Partially Effective,262.1961134
1329,0.860489644,2.5,3703,13.8394,-59.6167,1,48,BRB,122,351.8319533,0,none,191.1919706
1330,0.662043228,1.6875,3713,13.86,-61.08,1,50,LCA,328,205.3541404,2,Partially Effective,260.0579214
1331,0.351858066,1.8125,3714,13.929,-61.0589,0,50,LCA,805,200.7617019,0,none,253.7728696
1332,1.246189332,4.375,3715,13.9359,48.3864,0.5,47,YEM,173,113.0008734,0,none,1536.034402
1333,0.30146276,1.375,3716,13.9697,120.602,0,31,PHL,1989,5577.442937,0,none,4153.335837
1334,-0.087176694,0.625,3736,14.0201,120.617,0,31,PHL,1959,5587.171206,0,none,15383.35623
1335,-0.223143551,0.5,3737,14.1015,-60.9555,0,50,LCA,549,209.5637505,0,none,616.7602901
1336,-0.167736368,0.625,3738,14.1133,120.608,0,31,PHL,2079,5535.077194,0,none,29248.77905
1337,0.975804085,5.5625,3749,14.1937,120.586,0,31,PHL,2079,5514.670151,0,none,21258.91029
1338,-0.166139931,0.6,3755,14.3,-80.36,1,51,CRS,1,15.87092,0,Unrated,257.1341062
1339,-0.293846337,0.45,3753,14.36,-80.23,1,51,CRS,0,15.87092,0,Unrated,248.4270026
1340,-0.356674944,0.4,3754,14.36,-80.28,1,51,CRS,1,15.87092,0,Unrated,251.0151384
1341,-0.105360516,0.6,3756,14.41,-80.19,0,51,CRS,0,15.87092,0,Unrated,243.7936396
1342,4.48919801,88.75,3757,14.457,-60.9219,1,52,MAF,132,219.8191437,0,none,54924.35545
1343,0.271677096,1.7,3758,14.46,-80.24,1,51,CRS,0,15.87092,0,Unrated,242.5814041
1344,2.669420658,27.4375,3760,14.5211,-61.0962,1,52,MAF,198,199.3100849,2,Partially Effective,65535
1345,0.276942557,1.1875,3761,14.7572,120.239,0,31,PHL,2203,5080.062215,0,none,31569.33809
1346,1.516032101,4.625,3763,14.7583,-60.96,0,52,MAF,356,178.5838298,0,none,303.149155
1347,1.022392698,7,3766,14.8092,121.838,0,31,PHL,708,4500.314841,0,none,19088.33807
1348,1.359495071,4.8125,3767,14.8177,50.0153,0,47,YEM,63,149.9037975,0,none,65535
1349,1.448903998,8.59375,3770,15.2349,-61.3666,0,53,DMA,69,140.4344763,0,none,273.8781704
1350,2.451812635,11.5625,3774,15.2694,-61.3766,1,53,DMA,7736,144.5338926,0,none,8121.491539
1351,0.937258933,5.71875,3777,15.3807,-61.4125,0,53,DMA,43,157.2195313,0,none,42842.96497
1352,2.266338826,10.65625,3779,15.4267,-61.4478,1,53,DMA,84,127.6339356,0,none,40478.41934
1353,1.754128227,7.0625,3785,15.5908,-61.4718,1,53,DMA,275,92.18107424,0,none,275
1354,2.35612586,10.25,3786,15.7016,42.3918,0,47,YEM,138,689.7189654,0,none,1338.493964
1355,0.048790164,0.75,3787,15.8529,-88.3019,1,54,GTM,161,469.6544685,3,Not Effective,1234.425468
1356,1.029619417,2.5,3788,15.8687,-88.7707,1,54,GTM,221,396.1407286,0,none,25653.43358
1357,0.438254931,1.25,3789,15.8726,-61.31,1,8,FRA,57,118.5418297,0,none,13739.28733
1358,1.796459531,8.75,3790,15.8764,-61.6017,1,8,FRA,103,118.5453345,0,none,22062.26032
1359,-0.006079577,0.75,3791,15.9031,108.54,0,33,VNM,259,462.8419686,0,none,7957.260604
1360,0.257719981,1.0625,3814,15.96,108.49,0,33,VNM,259,462.8683463,0,Unrated,5181.476231
1361,0.377403013,1.25,3800,15.9525,-86.5,1,55,HND,123,245.5712374,3,Not Effective,977.5982761
1362,0.548898868,2.3125,3796,15.9381,108.515,0,33,VNM,259,463.915775,0,none,6553.359528
1363,0.648311307,1.71875,3833,15.9811,-86.4786,1,55,HND,123,251.5104996,3,Not Effective,927.0928717
1364,2.435803937,11.125,3802,15.9539,-61.7104,1,8,FRA,54,115.6890166,0,none,10430.44952
1365,0.262364264,1,3805,15.959,-61.322,1,8,FRA,48,119.1321926,0,none,1183.550619
1366,-0.223143551,0.5,3811,15.9661,-88.555,1,54,GTM,163,419.0598292,3,Not Effective,5757.295672
1367,0.601110636,3,3812,15.9675,108.446,1,33,VNM,587,452.5242277,0,Unrated,5609.613247
1368,1.722277024,9.0625,3815,15.9714,108.491,0,33,VNM,259,465.8777892,0,Unrated,3309.743145
1369,0.065514131,0.8125,3842,16.0808,-86.9159,0,55,HND,83,298.5267309,0,none,549.5
1370,0.354171814,1.125,3863,16.104,-86.8746,1,55,HND,99,300.7118023,0,none,499.2824193
1371,0.262364264,1,3852,16.0868,-87.0019,1,55,HND,105,331.0097206,0,none,575.5662769
1372,0.70843299,3,3859,16.095,108.269,0,33,VNM,234,438.730377,0,none,21625.70572
1373,0.46417848,1.3125,3858,16.0952,-88.2917,0,56,BLZ,148,459.3888673,2,Partially Effective,790.3207391
1374,0.717839793,1.75,3857,16.0951,-88.2714,1,56,BLZ,148,463.8274058,2,Partially Effective,787.7803444
1375,0.734656702,2.0625,3873,16.1325,108.31,0,33,VNM,650,471.4759588,0,none,7335.208454
1376,0.717839793,1.75,3865,16.1083,-86.9514,0,55,HND,83,304.5837626,0,none,493.9560682
1377,0.262364264,1,3872,16.1283,-86.8875,1,55,HND,83,291.6119322,0,none,439.3415147
1378,2.332143895,10,3879,16.1481,108.234,0,33,VNM,234,444.9277465,0,Unrated,7560.605531
1379,1.63979728,12.875,3875,16.1384,-61.7757,0,8,FRA,848,140.3335528,0,Unrated,49245.62331
1380,1.486871128,4.125,3878,16.1469,108.262,0,33,VNM,234,454.8861904,0,Unrated,7509.874705
1381,0.545314552,1.5625,3880,16.165,-88.3386,0,56,BLZ,135,445.8889284,0,none,808.4310066
1382,1.029619417,2.5,3884,16.1751,-61.1056,0,8,FRA,92,119.7280487,0,none,286.4248839
1383,1.335001067,3.5,3885,16.1928,108.169,0,33,VNM,296,437.4163256,2,Partially Effective,17301.88253
1384,1.431528828,6.125,3888,16.1999,-61.4898,0,8,FRA,949,132.9661866,0,none,60336.94913
1385,0.578047362,1.5,3889,16.2071,-88.5104,0,56,BLZ,144,359.4783367,2,Partially Effective,40675.62511
1386,0.299761539,1.0625,3890,16.2399,-61.2852,1,8,FRA,191,125.9523264,0,none,34172.43845
1387,0.389088715,1.1875,3891,16.2642,-86.6036,1,55,HND,529,369.6875949,0,none,349.9590706
1388,0.928740945,2.375,3900,16.3075,-86.5969,1,55,HND,529,391.9527478,0,none,326.5156375
1389,0.778018568,3.0625,3905,16.3372,-86.5669,0,55,HND,69,409.8720337,0,none,313.1112481
1390,0.852601267,2.25,3906,16.3422,-86.5608,1,55,HND,69,414.177242,0,none,311.281363
1391,-0.087176694,0.625,3911,16.35,-61.5833,1,8,FRA,179,160.9857848,0,none,2548.481231
1392,0.869175408,2.15625,3912,16.3642,-86.5186,1,55,HND,69,426.9337016,0,none,307.4245954
1393,0.999217414,3.1875,3920,16.4459,-88.1958,0,56,BLZ,117,314.0872576,1,Effective,782.0397956
1394,0.851464128,2.125,3917,16.4312,-61.5429,1,8,FRA,122,168.8866741,0,none,3783.946633
1395,1.458615023,4,3921,16.4544,-88.0103,1,56,BLZ,104,368.1626083,3,Not Effective,437.5
1396,2.727852828,15,3922,16.4788,-85.9214,1,55,HND,49,270.3369901,0,none,402.7717945
1397,1.987362305,82.875,3923,16.5084,-87.9843,0,56,BLZ,104,302.9344351,3,Not Effective,410.9481382
1398,2.830941756,111,3925,16.5626,-86.9443,1,55,HND,69,599.2074484,0,none,284.3127664
1399,0.776258997,1.96875,3926,16.7133,-87.8545,1,56,BLZ,80,129.2833586,2,Partially Effective,381.5792546
1400,0.832909123,2,3944,16.7386,-62.2334,0,57,MSR,20,214.9802421,0,none,245.736129
1401,0.356474904,1.375,3931,16.7239,41.8014,0.5,58,SAU,54,242.1797529,3,Not Effective,40527.27806
1402,0.048790164,0.75,3936,16.7318,146.266,0,2,AUS,0,0,0,none,117.4290196
1403,0.247348121,1.125,3964,16.7517,-87.8148,0,56,BLZ,80,114.173913,2,Partially Effective,371.4905184
1404,1.029619417,3,3971,16.752,-62.2333,1,57,MSR,20,215.4097409,0,none,245.229391
1405,0.318288415,1.4,3975,16.75,-88.1,0,56,BLZ,103,106.5310121,0,none,24935.83298
1406,0.895876957,2.375,3994,16.7935,-62.2127,0,57,MSR,21,210.8979845,0,none,242.6032596
1407,-0.130682382,0.6,3990,16.78,-88.08,1,56,BLZ,103,101.731292,3,Not Effective,16996.06973
1408,0.832909123,2,4008,16.8166,-62.206,0,57,MSR,21,211.5934622,0,none,240.8411847
1409,0.178837222,0.9,4015,16.8,-88.08,0,56,BLZ,101,96.28196309,3,Not Effective,17018.11949
1410,0.09531018,0.8,4013,16.87,-88.07,1,56,BLZ,101,90.04540818,3,Not Effective,13395.8169
1411,2.756189905,154.9375,4014,16.8961,-86.0585,0,56,BLZ,39,548.5208921,0,none,265.7640414
1412,-0.223143551,0.5,4016,17.0675,-61.6653,0,59,AGA,104,239.2775114,0,none,31217.66745
1413,0.105029156,0.8125,4017,17.1661,-62.6353,1,60,KNA,159,256.9305637,0,none,16833.74387
1414,1.810350884,16.25,4018,17.1684,-61.8183,1,59,AGA,215,197.4145077,0,none,28719.21639
